Model_ID,Cell_line_Name,COSMIC_ID,TCGA_Classfication,Tissue,Tissue_subtype
SIDM00567,ONS-76,909248,MB,nervous_system,medulloblastoma
SIDM00568,OCUM-1,1298358,STAD,digestive_system,stomach
SIDM00569,NY,910849,UNCLASSIFIED,bone,osteosarcoma
SIDM00570,NUGC-4,1298357,STAD,digestive_system,stomach
SIDM00571,KP-3,1298219,UNCLASSIFIED,pancreas,pancreas
SIDM00572,NUGC-3,908455,STAD,digestive_system,stomach
SIDM00573,no-11,908450,LGG,nervous_system,glioma
SIDM00574,no-10,908452,LGG,nervous_system,glioma
SIDM00575,NMC-G1,908449,LGG,nervous_system,glioma
SIDM00576,NKM-1,908448,LAML,blood,acute_myeloid_leukaemia
SIDM00577,NH-12,908447,NB,nervous_system,neuroblastoma
SIDM00578,NB1,949179,NB,nervous_system,neuroblastoma
SIDM00579,NB(TU)1-10,1240181,NB,nervous_system,neuroblastoma
SIDM00580,NOMO-1,908451,LAML,blood,acute_myeloid_leukaemia
SIDM00581,GB-1,687568,GBM,nervous_system,glioma
SIDM00583,KP-1N,1298216,PAAD,pancreas,pancreas
SIDM00584,HuO-3N1,909977,UNCLASSIFIED,bone,osteosarcoma
SIDM00585,HuH-7,907071,LIHC,digestive_system,liver
SIDM00586,huH-1,1298146,LIHC,digestive_system,liver
SIDM00587,HuCCT1,907069,UNCLASSIFIED,digestive_system,biliary_tract
SIDM00588,HSC-4,907062,HNSC,aero_digestive_tract,head_and_neck
SIDM00589,HSC-3,907061,HNSC,aero_digestive_tract,head_and_neck
SIDM00590,HSC-2,753562,HNSC,aero_digestive_tract,head_and_neck
SIDM00591,HO-1-u-1,753561,HNSC,aero_digestive_tract,head_and_neck
SIDM00592,HO-1-N-1,924111,HNSC,aero_digestive_tract,head_and_neck
SIDM00594,HEL,907053,LAML,blood,acute_myeloid_leukaemia
SIDM00596,HEC-1,907051,UCEC,urogenital_system,endometrium
SIDM00598,HARA,1240142,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma
SIDM00599,HuO9,907072,UNCLASSIFIED,bone,osteosarcoma
SIDM00600,IHH-4,1240154,THCA,thyroid,thyroid
SIDM00602,IM-95,1240155,STAD,digestive_system,stomach
SIDM00603,KOSC-2,753570,HNSC,aero_digestive_tract,head_and_neck
SIDM00604,KON,1298215,HNSC,aero_digestive_tract,head_and_neck
SIDM00606,KNS-62,753569,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma
SIDM00607,KNS-42,907282,LGG,nervous_system,glioma
SIDM00609,KMRC-20,1298169,KIRC,kidney,kidney
SIDM00611,KMRC-1,1298168,KIRC,kidney,kidney
SIDM00612,KINGS-1,907279,LGG,nervous_system,glioma
SIDM00613,KALS-1,907271,LGG,nervous_system,glioma
SIDM00614,JHH-7,1240160,LIHC,digestive_system,liver
SIDM00615,JHH-6,1240159,LIHC,digestive_system,liver
SIDM00618,JHH-1,1298151,LIHC,digestive_system,liver
SIDM00620,D-336MG,946369,LGG,nervous_system,glioma
SIDM00621,EW-13,949166,UNCLASSIFIED,bone,ewings_sarcoma
SIDM00622,D-247MG,946367,GBM,nervous_system,glioma
SIDM00623,Mo-T,908149,UNCLASSIFIED,blood,hairy_cell_leukaemia
SIDM00625,MES-SA,908127,UNCLASSIFIED,urogenital_system,uterus
SIDM00627,ME-180,687514,CESC,urogenital_system,cervix
SIDM00628,MDA-MB-468,908123,BRCA,breast,breast
SIDM00629,MDA-MB-436,1240172,BRCA,breast,breast
SIDM00630,MDA-MB-415,924240,BRCA,breast,breast
SIDM00631,MDA-MB-330,1330941,BRCA,breast,breast
SIDM00632,IM-9,753563,MM,blood,myeloma
SIDM00637,MC116,907799,DLBC,blood,B_cell_lymphoma
SIDM00638,MS751,1240179,CESC,urogenital_system,cervix
SIDM00640,MSTO-211H,908152,MESO,lung,mesothelioma
SIDM00641,NAMALWA,908159,UNCLASSIFIED,blood,Burkitt_lymphoma
SIDM00645,NCI-H1355,724866,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00646,NCI-H1341,1330964,SCLC,lung,lung_small_cell_carcinoma
SIDM00649,NCI-H1299,724831,UNCLASSIFIED,lung,lung_NSCLC_large_cell
SIDM00651,NCI-H1155,908467,UNCLASSIFIED,lung,lung_NSCLC_large_cell
SIDM00652,NCI-H1105,908468,SCLC,lung,lung_small_cell_carcinoma
SIDM00653,NCI-H1092,687997,SCLC,lung,lung_small_cell_carcinoma
SIDM00654,NCI-H1048,687995,SCLC,lung,lung_small_cell_carcinoma
SIDM00657,MV-4-11,908156,UNCLASSIFIED,blood,leukemia
SIDM00658,NCI-H1435,1298347,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00659,M059J,949094,GBM,nervous_system,glioma
SIDM00660,LS-411N,907794,COREAD,digestive_system,large_intestine
SIDM00662,Hs-940-T,1298145,SKCM,skin,melanoma
SIDM00664,Hs-766T,1298141,PAAD,pancreas,pancreas
SIDM00666,Hs-683,1240150,LGG,nervous_system,glioma
SIDM00668,Hs-445,1322218,UNCLASSIFIED,blood,Hodgkin_lymphoma
SIDM00669,HPAF-II,724869,PAAD,pancreas,pancreas
SIDM00670,HPAC,1298136,PAAD,pancreas,pancreas
SIDM00671,HH,907056,UNCLASSIFIED,blood,T_cell_leukemia
SIDM00672,Hep3B2-1-7,1240147,LIHC,digestive_system,liver
SIDM00673,HCC70,907048,BRCA,breast,breast
SIDM00675,HCC38,749717,BRCA,breast,breast
SIDM00676,HT-1197,907065,BLCA,urogenital_system,bladder
SIDM00677,LS-513,907795,COREAD,digestive_system,large_intestine
SIDM00678,HT-1376,907066,BLCA,urogenital_system,bladder
SIDM00679,HT-3,907068,CESC,urogenital_system,cervix
SIDM00680,LS-180,998189,COREAD,digestive_system,large_intestine
SIDM00683,LNCaP-Clone-FGC,907788,PRAD,urogenital_system,prostate
SIDM00684,LN-229,1240169,GBM,nervous_system,glioma
SIDM00685,LN-18,1240168,GBM,nervous_system,glioma
SIDM00686,KLE,924187,UCEC,urogenital_system,endometrium
SIDM00687,KATOIII,907276,STAD,digestive_system,stomach
SIDM00688,JSC-1,1327769,DLBC,blood,B_cell_lymphoma
SIDM00693,J82,753566,BLCA,urogenital_system,bladder
SIDM00694,HuTu-80,907073,UNCLASSIFIED,digestive_system,digestive_system_other
SIDM00695,HT-144,907067,SKCM,skin,melanoma
SIDM00697,NCI-H1436,908469,SCLC,lung,lung_small_cell_carcinoma
SIDM00698,NCI-H146,910899,SCLC,lung,lung_small_cell_carcinoma
SIDM00699,NCI-H2141,688014,SCLC,lung,lung_small_cell_carcinoma
SIDM00700,NCI-H2135,1298352,UNCLASSIFIED,lung,lung_NSCLC_not_specified
SIDM00702,NCI-H2122,722046,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00703,NCI-H2110,1298351,UNCLASSIFIED,lung,lung_NSCLC_not_specified
SIDM00704,NCI-H211,1240189,SCLC,lung,lung_small_cell_carcinoma
SIDM00706,NCI-H209,688013,SCLC,lung,lung_small_cell_carcinoma
SIDM00708,NCI-H2087,724834,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00709,NCI-H2085,687812,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00711,NCI-H2066,1330973,SCLC,lung,lung_small_cell_carcinoma
SIDM00713,NCI-H2052,688058,MESO,lung,mesothelioma
SIDM00715,NCI-H2030,722045,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00716,NCI-H2170,687815,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma
SIDM00718,NCI-H358,908465,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00719,NCI-H345,688021,SCLC,lung,lung_small_cell_carcinoma
SIDM00720,NCI-H28,908470,MESO,lung,mesothelioma
SIDM00721,NCI-H250,924241,SCLC,lung,lung_small_cell_carcinoma
SIDM00722,NCI-H2452,908462,MESO,lung,mesothelioma
SIDM00723,NCI-H2444,1298356,UNCLASSIFIED,lung,lung_NSCLC_not_specified
SIDM00724,NCI-H2405,687821,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00726,NCI-H2347,687820,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00727,NCI-H2342,687819,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00728,NCI-H2291,724874,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00729,NCI-H2228,687816,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00730,NCI-H2227,688018,SCLC,lung,lung_small_cell_carcinoma
SIDM00731,NCI-H2196,908481,SCLC,lung,lung_small_cell_carcinoma
SIDM00732,D-263MG,946368,GBM,nervous_system,glioma
SIDM00735,NCI-H2029,688011,SCLC,lung,lung_small_cell_carcinoma
SIDM00737,NCI-H1770,687804,UNCLASSIFIED,lung,lung_NSCLC_not_specified
SIDM00738,NCI-H1755,908475,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00739,NCI-H1734,722058,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00740,NCI-H1703,908474,UNCLASSIFIED,lung,lung_NSCLC_adenocarcinoma
SIDM00741,NCI-H1694,688006,SCLC,lung,lung_small_cell_carcinoma
SIDM00742,NCI-H1693,687802,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00743,NCI-H1666,908473,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00744,NCI-H1651,910900,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00745,NCI-H1650,687800,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00746,NCI-H1648,687799,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00747,NCI-H1623,687798,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00748,NCI-H1581,908471,UNCLASSIFIED,lung,lung_NSCLC_large_cell
SIDM00749,NCI-H1573,908472,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00750,NCI-H1568,1298348,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00751,NCI-H1563,753600,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00753,NCI-H2023,1240187,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00754,NCI-H1781,1298350,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00755,NCI-H1793,908463,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00756,NCI-H2009,724873,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00758,NCI-H1993,908476,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00759,NCI-H1975,924244,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00760,NCI-H1963,688010,SCLC,lung,lung_small_cell_carcinoma
SIDM00761,NCI-H196,1240186,SCLC,lung,lung_small_cell_carcinoma
SIDM00762,NCI-H1944,1240185,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00763,NCI-H1915,1240184,UNCLASSIFIED,lung,lung_NSCLC_large_cell
SIDM00768,NCI-H1869,1240183,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma
SIDM00769,NCI-H1838,687807,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00770,NCI-H1836,1240182,SCLC,lung,lung_small_cell_carcinoma
SIDM00771,NCI-H1792,724868,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00772,HCC2218,749716,BRCA,breast,breast
SIDM00774,HCC2157,749715,BRCA,breast,breast
SIDM00776,LS-123,907792,COREAD,digestive_system,large_intestine
SIDM00778,NCI-H747,908457,COREAD,digestive_system,large_intestine
SIDM00779,NCI-H716,908458,COREAD,digestive_system,large_intestine
SIDM00781,SNU-C2B,909740,COREAD,digestive_system,large_intestine
SIDM00782,T84,909761,COREAD,digestive_system,large_intestine
SIDM00783,HCT-116,905936,COREAD,digestive_system,large_intestine
SIDM00785,KG-1,907278,LAML,blood,acute_myeloid_leukaemia
SIDM00789,HCT-15,905937,COREAD,digestive_system,large_intestine
SIDM00791,K-562,905940,LCML,blood,chronic_myeloid_leukaemia
SIDM00792,NCI-H1688,1298349,SCLC,lung,lung_small_cell_carcinoma
SIDM00793,EB-3,906847,UNCLASSIFIED,blood,Burkitt_lymphoma
SIDM00794,A388,910697,UNCLASSIFIED,skin,skin_other
SIDM00795,A375,906793,SKCM,skin,melanoma
SIDM00796,A253,906794,UNCLASSIFIED,aero_digestive_tract,head_and_neck
SIDM00797,A2058,906792,SKCM,skin,melanoma
SIDM00798,A204,910784,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma
SIDM00799,A172,687563,GBM,nervous_system,glioma
SIDM00801,A101D,910921,SKCM,skin,melanoma
SIDM00803,769-P,910922,KIRC,kidney,kidney
SIDM00806,HOS,907060,UNCLASSIFIED,bone,osteosarcoma
SIDM00807,5637,687452,BLCA,urogenital_system,bladder
SIDM00808,JiyoyeP-2003,907268,UNCLASSIFIED,blood,Burkitt_lymphoma
SIDM00810,A427,910851,UNCLASSIFIED,lung,lung_NSCLC_not_specified
SIDM00812,SW1417,909747,COREAD,digestive_system,large_intestine
SIDM00813,RPMI-6666,909701,UNCLASSIFIED,blood,Hodgkin_lymphoma
SIDM00814,SW13,909744,ACC,kidney,adrenal_gland
SIDM00816,RCC-MF,1524419,KIRC,kidney,kidney
SIDM00817,RCC-JW,1524416,KIRC,kidney,kidney
SIDM00819,RCC-FG2,1524414,KIRC,kidney,kidney
SIDM00820,RCC-ER,1524417,KIRC,kidney,kidney
SIDM00821,RCC-AB,1524418,KIRC,kidney,kidney
SIDM00826,COLO-205,905961,COREAD,digestive_system,large_intestine
SIDM00828,HT-1080,907064,UNCLASSIFIED,soft_tissue,fibrosarcoma
SIDM00829,HL-60,905938,LAML,blood,acute_myeloid_leukaemia
SIDM00831,Detroit562,906837,HNSC,aero_digestive_tract,head_and_neck
SIDM00832,SW948,909757,COREAD,digestive_system,large_intestine
SIDM00833,SW837,909755,COREAD,digestive_system,large_intestine
SIDM00834,SW1463,909748,COREAD,digestive_system,large_intestine
SIDM00835,SW1116,909746,COREAD,digestive_system,large_intestine
SIDM00837,SW48,909751,COREAD,digestive_system,large_intestine
SIDM00839,LoVo,907790,COREAD,digestive_system,large_intestine
SIDM00842,COLO-320-HSR,910569,COREAD,digestive_system,large_intestine
SIDM00844,Raji,909262,UNCLASSIFIED,blood,Burkitt_lymphoma
SIDM00845,Daudi,906831,UNCLASSIFIED,blood,Burkitt_lymphoma
SIDM00846,HeLa,1298134,CESC,urogenital_system,cervix
SIDM00847,RD,909264,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma
SIDM00848,A673,684052,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma
SIDM00849,A704,910920,KIRC,kidney,kidney
SIDM00850,AGS,906790,STAD,digestive_system,stomach
SIDM00852,H4,907042,LGG,nervous_system,glioma
SIDM00853,GCT,906999,UNCLASSIFIED,soft_tissue,soft_tissue_other
SIDM00854,GA-10,1303896,UNCLASSIFIED,blood,Burkitt_lymphoma
SIDM00855,G-402,907298,UNCLASSIFIED,soft_tissue,soft_tissue_other
SIDM00856,G-401,907299,UNCLASSIFIED,kidney,kidney
SIDM00857,G-361,906865,SKCM,skin,melanoma
SIDM00859,Farage,1297449,DLBC,blood,B_cell_lymphoma
SIDM00860,FADU,906863,HNSC,aero_digestive_tract,head_and_neck
SIDM00861,ES-2,1240128,UNCLASSIFIED,urogenital_system,ovary
SIDM00863,EB2,906846,UNCLASSIFIED,blood,Burkitt_lymphoma
SIDM00864,DoTc2-4510,906843,CESC,urogenital_system,cervix
SIDM00865,DMS-114,687983,SCLC,lung,lung_small_cell_carcinoma
SIDM00866,HCC1143,749710,BRCA,breast,breast
SIDM00867,DBTRG-05MG,906835,GBM,nervous_system,glioma
SIDM00870,HCC202,1290906,BRCA,breast,breast
SIDM00872,HCC1954,749709,BRCA,breast,breast
SIDM00874,HCC1937,749714,BRCA,breast,breast
SIDM00875,HCC1806,907047,UNCLASSIFIED,breast,breast
SIDM00877,HCC1599,749713,BRCA,breast,breast
SIDM00878,HCC1569,907046,BRCA,breast,breast
SIDM00879,HCC1500,1303900,BRCA,breast,breast
SIDM00881,HCC1428,1290905,BRCA,breast,breast
SIDM00882,HCC1419,907045,BRCA,breast,breast
SIDM00884,HCC1395,749712,BRCA,breast,breast
SIDM00885,HCC1187,749711,BRCA,breast,breast
SIDM00886,DB,906832,DLBC,blood,B_cell_lymphoma
SIDM00887,Daoy,906833,MB,nervous_system,medulloblastoma
SIDM00888,D-283MED,906834,MB,nervous_system,medulloblastoma
SIDM00889,C-33-A,687505,CESC,urogenital_system,cervix
SIDM00890,C32,906830,SKCM,skin,melanoma
SIDM00892,BT-483,949093,BRCA,breast,breast
SIDM00893,BT-20,906801,BRCA,breast,breast
SIDM00896,BC-1,910919,DLBC,blood,B_cell_lymphoma
SIDM00898,AU565,910704,BRCA,breast,breast
SIDM00899,AsPC-1,910702,PAAD,pancreas,pancreas
SIDM00900,ARH-77,906765,MM,blood,myeloma
SIDM00901,AN3-CA,910781,UCEC,urogenital_system,endometrium
SIDM00903,A549,905949,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00905,C-4-I,687506,CESC,urogenital_system,cervix
SIDM00907,CA46,910703,UNCLASSIFIED,blood,Burkitt_lymphoma
SIDM00909,COLO-829,687448,SKCM,skin,melanoma
SIDM00910,CHP-212,906820,NB,nervous_system,neuroblastoma
SIDM00917,CESS,910688,LAML,blood,acute_myeloid_leukaemia
SIDM00918,Caov-4,949090,OV,urogenital_system,ovary
SIDM00920,CAMA-1,946382,BRCA,breast,breast
SIDM00921,Calu-6,724859,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00922,Calu-3,687777,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00923,Ca-Ski,906824,CESC,urogenital_system,cervix
SIDM00924,ChaGo-K-1,687596,UNCLASSIFIED,lung,lung_NSCLC_not_specified
SIDM00925,NCI-H441,908460,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM00926,NCI-H2172,1298353,UNCLASSIFIED,lung,lung_NSCLC_not_specified
SIDM00927,NCI-H510A,753605,SCLC,lung,lung_small_cell_carcinoma
SIDM00928,CAL-85-1,910852,BRCA,breast,breast
SIDM00929,CAL-78,1290765,UNCLASSIFIED,bone,chondrosarcoma
SIDM00930,CAL-72,906827,UNCLASSIFIED,bone,osteosarcoma
SIDM00931,CAL-62,906828,THCA,thyroid,thyroid
SIDM00932,CAL-54,910952,KIRC,kidney,kidney
SIDM00933,CAL-51,910927,BRCA,breast,breast
SIDM00934,CAPAN-1,753624,PAAD,pancreas,pancreas
SIDM00935,CAL-39,924107,CESC,urogenital_system,cervix
SIDM00936,CAL-29,1290730,BLCA,urogenital_system,bladder
SIDM00937,CAL-27,910916,HNSC,aero_digestive_tract,head_and_neck
SIDM00938,CAL-148,924106,BRCA,breast,breast
SIDM00939,CAL-12T,753540,UNCLASSIFIED,lung,lung_NSCLC_not_specified
SIDM00940,CAL-120,906826,BRCA,breast,breast
SIDM00941,CAKI-1,905963,KIRC,kidney,kidney
SIDM00942,CAL-33,753541,HNSC,aero_digestive_tract,head_and_neck
SIDM00943,CAPAN-2,910915,PAAD,pancreas,pancreas
SIDM00944,CL-11,1290769,COREAD,digestive_system,large_intestine
SIDM00946,DND-41,1297446,ALL,blood,T_cell_leukemia
SIDM00947,DK-MG,906839,GBM,nervous_system,glioma
SIDM00948,DG-75,906838,UNCLASSIFIED,blood,Burkitt_lymphoma
SIDM00949,DEL,906836,UNCLASSIFIED,blood,lymphoid_neoplasm_other
SIDM00950,DAN-G,1290797,PAAD,pancreas,pancreas
SIDM00951,CTV-1,753548,LAML,blood,acute_myeloid_leukaemia
SIDM00952,CRO-AP2,906807,DLBC,blood,B_cell_lymphoma
SIDM00953,CPC-N,753547,SCLC,lung,lung_small_cell_carcinoma
SIDM00954,COLO-824,906812,BRCA,breast,breast
SIDM00956,COLO-680N,906817,ESCA,aero_digestive_tract,oesophagus
SIDM00957,COLO-678,910689,COREAD,digestive_system,large_intestine
SIDM00958,CML-T1,910951,LCML,blood,chronic_myeloid_leukaemia
SIDM00961,CADO-ES1,753539,UNCLASSIFIED,bone,ewings_sarcoma
SIDM00962,BV-173,910710,LCML,blood,chronic_myeloid_leukaemia
SIDM00963,BT-474,946359,BRCA,breast,breast
SIDM00964,BPH-1,924105,UNCLASSIFIED,urogenital_system,prostate
SIDM00965,NCI-H446,688023,SCLC,lung,lung_small_cell_carcinoma
SIDM00967,OVCA420,1480364,OV,urogenital_system,ovary
SIDM00970,DSH1,753552,BLCA,urogenital_system,bladder
SIDM00971,ZR-75-30,909907,BRCA,breast,breast
SIDM00973,WM793B,1299081,SKCM,skin,melanoma
SIDM00974,WM35,1299080,SKCM,skin,melanoma
SIDM00975,WM278,1240226,SKCM,skin,melanoma
SIDM00976,WM1552C,1299078,SKCM,skin,melanoma
SIDM00980,23132-87,910924,STAD,digestive_system,stomach
SIDM00981,DOHH-2,906842,DLBC,blood,B_cell_lymphoma
SIDM00983,647-V,906797,BLCA,urogenital_system,bladder
SIDM00985,BL-41,910706,UNCLASSIFIED,blood,Burkitt_lymphoma
SIDM00986,BHY,753535,HNSC,aero_digestive_tract,head_and_neck
SIDM00987,BHT-101,906696,THCA,thyroid,thyroid
SIDM00988,BFTC-909,910698,KIRC,kidney,kidney
SIDM00989,BFTC-905,910926,BLCA,urogenital_system,bladder
SIDM00990,BEN,753534,UNCLASSIFIED,lung,lung_NSCLC_not_specified
SIDM00993,AMO-1,1295741,MM,blood,haematopoietic_neoplasm_other
SIDM00994,ALL-SIL,1295740,ALL,blood,T_cell_leukemia
SIDM00995,A431,910925,UNCLASSIFIED,skin,skin_other
SIDM00996,8505C,924102,THCA,thyroid,thyroid
SIDM00997,8305C,906795,THCA,thyroid,thyroid
SIDM00998,8-MG-BA,687562,GBM,nervous_system,glioma
SIDM00999,639-V,906798,BLCA,urogenital_system,bladder
SIDM01000,WM-115,909784,SKCM,skin,melanoma
SIDM01001,DU-4475,906844,BRCA,breast,breast
SIDM01002,EFM-192A,1290798,BRCA,breast,breast
SIDM01003,KE-37,907277,ALL,blood,lymphoblastic_leukemia
SIDM01004,KCL-22,1330931,LCML,blood,chronic_myeloid_leukaemia
SIDM01005,KASUMI-1,907275,LAML,blood,acute_myeloid_leukaemia
SIDM01006,KARPAS-620,1327775,MM,blood,haematopoietic_neoplasm_other
SIDM01007,KARPAS-45,907272,ALL,blood,lymphoblastic_leukemia
SIDM01008,KARPAS-422,907274,DLBC,blood,B_cell_lymphoma
SIDM01009,KELLY,753618,NB,nervous_system,neuroblastoma
SIDM01010,KARPAS-299,907273,UNCLASSIFIED,blood,anaplastic_large_cell_lymphoma
SIDM01011,KARPAS-1106P,1327773,DLBC,blood,B_cell_lymphoma
SIDM01012,JVM-3,907270,CLL,blood,lymphoid_neoplasm_other
SIDM01013,JVM-2,907269,CLL,blood,lymphoid_neoplasm_other
SIDM01015,JURL-MK1,1327771,LCML,blood,chronic_myeloid_leukaemia
SIDM01016,Jurkat,998184,ALL,blood,T_cell_leukemia
SIDM01017,KARPAS-231,1327774,UNCLASSIFIED,blood,B_cell_leukemia
SIDM01018,KM-H2,909976,UNCLASSIFIED,blood,Hodgkin_lymphoma
SIDM01019,KMOE-2,907280,LAML,blood,acute_myeloid_leukaemia
SIDM01020,KMS-12-BM,907281,MM,blood,myeloma
SIDM01023,MONO-MAC-6,908148,LAML,blood,acute_myeloid_leukaemia
SIDM01024,KYSE-70,753576,ESCA,aero_digestive_tract,oesophagus
SIDM01025,KYSE-520,753575,ESCA,aero_digestive_tract,oesophagus
SIDM01026,KYSE-510,907321,ESCA,aero_digestive_tract,oesophagus
SIDM01027,KYSE-450,907320,ESCA,aero_digestive_tract,oesophagus
SIDM01028,KYSE-410,753574,ESCA,aero_digestive_tract,oesophagus
SIDM01029,KYSE-270,907319,ESCA,aero_digestive_tract,oesophagus
SIDM01030,KYSE-180,907318,ESCA,aero_digestive_tract,oesophagus
SIDM01031,KYSE-150,907317,ESCA,aero_digestive_tract,oesophagus
SIDM01032,KYSE-140,753573,ESCA,aero_digestive_tract,oesophagus
SIDM01033,KU-19-19,907312,BLCA,urogenital_system,bladder
SIDM01034,KOPN-8,1330933,UNCLASSIFIED,blood,B_cell_leukemia
SIDM01036,JJN-3,1327766,MM,blood,haematopoietic_neoplasm_other
SIDM01038,JEKO-1,1327765,DLBC,blood,B_cell_lymphoma
SIDM01039,JAR,907175,UNCLASSIFIED,urogenital_system,urogenital_system_other
SIDM01040,FU-OV-1,1240129,OV,urogenital_system,ovary
SIDM01041,FLO-1,1503361,ESCA,aero_digestive_tract,oesophagus
SIDM01042,EVSA-T,906862,BRCA,breast,breast
SIDM01043,ESS-1,907000,UNCLASSIFIED,urogenital_system,endometrium
SIDM01044,EPLC-272H,753556,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma
SIDM01045,EN,1240127,UCEC,urogenital_system,endometrium
SIDM01047,EM-2,906855,LCML,blood,chronic_myeloid_leukaemia
SIDM01048,EJM,1297447,MM,blood,lymphoid_neoplasm_other
SIDM01051,EFO-27,906852,UNCLASSIFIED,urogenital_system,ovary
SIDM01052,EFO-21,911905,OV,urogenital_system,ovary
SIDM01055,GAMG,906868,LGG,nervous_system,glioma
SIDM01056,EFM-19,906851,BRCA,breast,breast
SIDM01057,GDM-1,906870,LAML,blood,acute_myeloid_leukaemia
SIDM01058,GRANTA-519,1303897,DLBC,blood,B_cell_lymphoma
SIDM01059,IPC-298,907171,SKCM,skin,melanoma
SIDM01060,IGR-1,907169,SKCM,skin,melanoma
SIDM01062,HDQ-P1,1290922,BRCA,breast,breast
SIDM01064,HDLM-2,924110,UNCLASSIFIED,blood,Hodgkin_lymphoma
SIDM01066,IGR-37,1240153,SKCM,skin,melanoma
SIDM01067,HCC-827,1240146,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM01068,HCC-78,1290908,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM01069,HCC-44,1240145,LUAD,lung,lung_NSCLC_adenocarcinoma
SIDM01070,HCC-366,1240144,UNCLASSIFIED,lung,lung_NSCLC_not_specified
SIDM01072,HCC-15,1240143,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma
SIDM01073,HC-1,907044,UNCLASSIFIED,blood,hairy_cell_leukaemia
SIDM01076,697,906800,UNCLASSIFIED,blood,lymphoblastic_leukemia
SIDM01077,VCaP,1299075,PRAD,urogenital_system,prostate
SIDM01079,SH-4,909713,SKCM,skin,melanoma
SIDM01080,SCC-9,909709,HNSC,aero_digestive_tract,head_and_neck
SIDM01081,SCC-4,910904,HNSC,aero_digestive_tract,head_and_neck
SIDM01082,SCC-25,910701,HNSC,aero_digestive_tract,head_and_neck
SIDM01083,SCC-15,910911,HNSC,aero_digestive_tract,head_and_neck
SIDM01084,Saos-2,909707,UNCLASSIFIED,bone,osteosarcoma
SIDM01085,RT4,687455,BLCA,urogenital_system,bladder
SIDM01086,RS4-11,909703,ALL,blood,leukemia
SIDM01087,RPMI-7951,910903,SKCM,skin,melanoma
SIDM01089,RL,910861,DLBC,blood,B_cell_lymphoma
SIDM01090,RKO,909698,COREAD,digestive_system,large_intestine
SIDM01092,RF-48,909697,STAD,digestive_system,stomach
SIDM01093,SiHa,930297,CESC,urogenital_system,cervix
SIDM01095,SJRH30,909716,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma
SIDM01096,SK-CO-1,909718,COREAD,digestive_system,large_intestine
SIDM01097,SK-PN-DW,909731,UNCLASSIFIED,bone,ewings_sarcoma
SIDM01098,SK-N-SH,717431,NB,nervous_system,neuroblastoma
SIDM01099,SK-N-FI,688087,NB,nervous_system,neuroblastoma
SIDM01100,SK-N-DZ,688086,NB,nervous_system,neuroblastoma
